2024-12-26 16:32:50,341 - Proposed-ATNMF Experiment
2024-12-26 16:32:50,341 - Optimization parameters:
2024-12-26 16:32:50,341 - epsilon (Frobenius norm constraint): 0.010000000000000002
2024-12-26 16:32:50,341 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-26 16:32:50,341 - lr (Learning rate): 0.1
2024-12-26 16:32:50,342 - outer_num_steps (Number of outer optimization steps): 300
2024-12-26 16:32:50,342 - inner_num_steps (Number of inner optimization steps): 100
2024-12-26 16:32:50,342 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-26 16:32:50,342 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-26 16:32:52,740 - Step 0 norm(X - TN_G_Ours): 15.75581567355567, norm2(E): 0.10000000894069672
2024-12-26 16:32:52,923 - Step 1 norm(X - TN_G_Ours): 15.837425158292975, norm2(E): 0.10000000894069672
2024-12-26 16:32:53,100 - Step 2 norm(X - TN_G_Ours): 15.838800443445983, norm2(E): 0.10000000149011612
2024-12-26 16:32:53,285 - Step 3 norm(X - TN_G_Ours): 15.838747939130064, norm2(E): 0.10000000149011612
2024-12-26 16:32:53,463 - Step 4 norm(X - TN_G_Ours): 15.838659307596378, norm2(E): 0.10000000894069672
2024-12-26 16:32:53,641 - Step 5 norm(X - TN_G_Ours): 15.838580309507009, norm2(E): 0.10000000149011612
2024-12-26 16:32:53,819 - Step 6 norm(X - TN_G_Ours): 15.838513353500808, norm2(E): 0.10000000149011612
2024-12-26 16:32:53,999 - Step 7 norm(X - TN_G_Ours): 15.838457958029919, norm2(E): 0.09999999403953552
2024-12-26 16:32:54,174 - Step 8 norm(X - TN_G_Ours): 15.83841123300384, norm2(E): 0.10000000149011612
2024-12-26 16:32:54,351 - Step 9 norm(X - TN_G_Ours): 15.838370288280037, norm2(E): 0.10000000149011612
2024-12-26 16:32:54,530 - Step 10 norm(X - TN_G_Ours): 15.838335123903343, norm2(E): 0.10000000149011612
2024-12-26 16:32:54,711 - Step 11 norm(X - TN_G_Ours): 15.838303331385978, norm2(E): 0.10000000149011612
2024-12-26 16:32:54,868 - Step 12 norm(X - TN_G_Ours): 15.838275874160534, norm2(E): 0.10000000149011612
2024-12-26 16:32:55,016 - Step 13 norm(X - TN_G_Ours): 15.838252270542718, norm2(E): 0.10000000894069672
2024-12-26 16:32:55,160 - Step 14 norm(X - TN_G_Ours): 15.838230112012349, norm2(E): 0.10000000894069672
2024-12-26 16:32:55,302 - Step 15 norm(X - TN_G_Ours): 15.838208916867334, norm2(E): 0.09999998658895493
2024-12-26 16:32:55,450 - Step 16 norm(X - TN_G_Ours): 15.838191093655254, norm2(E): 0.10000000149011612
2024-12-26 16:32:55,602 - Step 17 norm(X - TN_G_Ours): 15.838173752132358, norm2(E): 0.10000000149011612
2024-12-26 16:32:55,747 - Step 18 norm(X - TN_G_Ours): 15.838158819139093, norm2(E): 0.10000000149011612
2024-12-26 16:32:55,901 - Step 19 norm(X - TN_G_Ours): 15.838145331262107, norm2(E): 0.10000000894069672
2024-12-26 16:32:56,044 - Step 20 norm(X - TN_G_Ours): 15.83813087995259, norm2(E): 0.09999998658895493
2024-12-26 16:32:56,190 - Step 21 norm(X - TN_G_Ours): 15.838118355473677, norm2(E): 0.10000000149011612
2024-12-26 16:32:56,335 - Step 22 norm(X - TN_G_Ours): 15.838107276118688, norm2(E): 0.10000000894069672
2024-12-26 16:32:56,481 - Step 23 norm(X - TN_G_Ours): 15.838096678467535, norm2(E): 0.10000000894069672
2024-12-26 16:32:56,626 - Step 24 norm(X - TN_G_Ours): 15.83808608080929, norm2(E): 0.09999999403953552
