2024-12-17 20:31:12,084 - Optimization parameters:
2024-12-17 20:31:12,085 - epsilon (Frobenius norm constraint): 10000.0
2024-12-17 20:31:12,085 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-17 20:31:12,085 - lr (Learning rate): 0.01
2024-12-17 20:31:12,085 - outer_num_steps (Number of outer optimization steps): 500
2024-12-17 20:31:12,085 - inner_num_steps (Number of inner optimization steps): 100
2024-12-17 20:31:12,085 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-17 20:31:12,085 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-17 20:31:14,724 - Step 0 norm(X - TN_G_Ours): 6291.596617711596, norm2(E): 99999980.46875095
2024-12-17 20:31:15,084 - Step 1 norm(X - TN_G_Ours): 6293.80838602511, norm2(E): 100000000.0
2024-12-17 20:31:15,385 - Step 2 norm(X - TN_G_Ours): 6296.020330335664, norm2(E): 100000000.0
2024-12-17 20:31:15,772 - Step 3 norm(X - TN_G_Ours): 6298.231815358974, norm2(E): 100000000.0
2024-12-17 20:31:16,158 - Step 4 norm(X - TN_G_Ours): 6300.443476454653, norm2(E): 100000000.0
2024-12-17 20:31:16,544 - Step 5 norm(X - TN_G_Ours): 6302.654678784171, norm2(E): 100000000.0
2024-12-17 20:31:16,938 - Step 6 norm(X - TN_G_Ours): 6304.866057260852, norm2(E): 100000000.0
2024-12-17 20:31:17,322 - Step 7 norm(X - TN_G_Ours): 6307.076660387124, norm2(E): 100000000.0
2024-12-17 20:31:17,711 - Step 8 norm(X - TN_G_Ours): 6309.28807394305, norm2(E): 100000000.0
2024-12-17 20:31:18,116 - Step 9 norm(X - TN_G_Ours): 6311.498712667222, norm2(E): 100000000.0
2024-12-17 20:31:18,516 - Step 10 norm(X - TN_G_Ours): 6313.709527686557, norm2(E): 100000000.0
2024-12-17 20:31:18,904 - Step 11 norm(X - TN_G_Ours): 6315.919568835563, norm2(E): 100000000.0
2024-12-17 20:31:19,299 - Step 12 norm(X - TN_G_Ours): 6318.129153475735, norm2(E): 100000000.0
2024-12-17 20:31:19,689 - Step 13 norm(X - TN_G_Ours): 6320.339231402061, norm2(E): 100000019.53125095
2024-12-17 20:31:20,083 - Step 14 norm(X - TN_G_Ours): 6322.549802097252, norm2(E): 100000000.0
2024-12-17 20:31:20,468 - Step 15 norm(X - TN_G_Ours): 6324.7589677394035, norm2(E): 100000000.0
2024-12-17 20:31:20,860 - Step 16 norm(X - TN_G_Ours): 6326.967994229148, norm2(E): 100000000.0
2024-12-17 20:31:21,245 - Step 17 norm(X - TN_G_Ours): 6329.1768817121865, norm2(E): 100000000.0
2024-12-17 20:31:21,645 - Step 18 norm(X - TN_G_Ours): 6331.385630334011, norm2(E): 100000019.53125095
2024-12-17 20:31:22,048 - Step 19 norm(X - TN_G_Ours): 6333.594240239897, norm2(E): 100000000.0
2024-12-17 20:31:22,443 - Step 20 norm(X - TN_G_Ours): 6335.802080242091, norm2(E): 100000000.0
2024-12-17 20:31:22,848 - Step 21 norm(X - TN_G_Ours): 6338.010097814613, norm2(E): 100000000.0
2024-12-17 20:31:23,246 - Step 22 norm(X - TN_G_Ours): 6340.217346432219, norm2(E): 100000019.53125095
2024-12-17 20:31:23,468 - Step 23 norm(X - TN_G_Ours): 6342.425403581819, norm2(E): 100000019.53125095
2024-12-17 20:31:23,652 - Step 24 norm(X - TN_G_Ours): 6344.632377057003, norm2(E): 100000000.0
2024-12-17 20:31:24,014 - Step 25 norm(X - TN_G_Ours): 6346.839213340763, norm2(E): 100000000.0
2024-12-17 20:31:24,374 - Step 26 norm(X - TN_G_Ours): 6349.045282560205, norm2(E): 100000000.0
2024-12-17 20:31:24,729 - Step 27 norm(X - TN_G_Ours): 6351.252160007505, norm2(E): 99999980.46875095
2024-12-17 20:31:25,078 - Step 28 norm(X - TN_G_Ours): 6353.458270894679, norm2(E): 100000000.0
2024-12-17 20:31:25,428 - Step 29 norm(X - TN_G_Ours): 6355.664245379864, norm2(E): 100000000.0
2024-12-17 20:31:25,778 - Step 30 norm(X - TN_G_Ours): 6357.86976903428, norm2(E): 100000000.0
2024-12-17 20:31:26,128 - Step 31 norm(X - TN_G_Ours): 6360.075156788636, norm2(E): 100000000.0
2024-12-17 20:31:26,487 - Step 32 norm(X - TN_G_Ours): 6362.280408784259, norm2(E): 100000000.0
2024-12-17 20:31:26,833 - Step 33 norm(X - TN_G_Ours): 6364.48458243085, norm2(E): 100000000.0
2024-12-17 20:31:27,217 - Step 34 norm(X - TN_G_Ours): 6366.689563658652, norm2(E): 100000000.0
2024-12-17 20:31:27,533 - Step 35 norm(X - TN_G_Ours): 6368.89346747141, norm2(E): 100000000.0
2024-12-17 20:31:27,923 - Step 36 norm(X - TN_G_Ours): 6371.097550657972, norm2(E): 100000000.0
2024-12-17 20:31:28,316 - Step 37 norm(X - TN_G_Ours): 6373.301499223146, norm2(E): 100000000.0
2024-12-17 20:31:28,721 - Step 38 norm(X - TN_G_Ours): 6375.504685905265, norm2(E): 100000000.0
2024-12-17 20:31:29,129 - Step 39 norm(X - TN_G_Ours): 6377.708679455342, norm2(E): 100000000.0
2024-12-17 20:31:29,515 - Step 40 norm(X - TN_G_Ours): 6379.911598133629, norm2(E): 100000000.0
2024-12-17 20:31:29,908 - Step 41 norm(X - TN_G_Ours): 6382.114383180546, norm2(E): 100000000.0
2024-12-17 20:31:30,301 - Step 42 norm(X - TN_G_Ours): 6384.317034734412, norm2(E): 100000000.0
2024-12-17 20:31:30,706 - Step 43 norm(X - TN_G_Ours): 6386.519866092957, norm2(E): 100000000.0
2024-12-17 20:31:31,060 - Step 44 norm(X - TN_G_Ours): 6388.721937915282, norm2(E): 100000000.0
2024-12-17 20:31:31,448 - Step 45 norm(X - TN_G_Ours): 6390.923876874141, norm2(E): 100000000.0
2024-12-17 20:31:31,830 - Step 46 norm(X - TN_G_Ours): 6393.12599594283, norm2(E): 100000000.0
2024-12-17 20:31:32,222 - Step 47 norm(X - TN_G_Ours): 6395.328294935296, norm2(E): 100000000.0
2024-12-17 20:31:32,632 - Step 48 norm(X - TN_G_Ours): 6397.529210562465, norm2(E): 100000000.0
2024-12-17 20:31:33,023 - Step 49 norm(X - TN_G_Ours): 6399.731244357063, norm2(E): 100000000.0
2024-12-17 20:31:33,418 - Step 50 norm(X - TN_G_Ours): 6401.932520731533, norm2(E): 100000000.0
2024-12-17 20:31:33,806 - Step 51 norm(X - TN_G_Ours): 6404.133040466914, norm2(E): 100000000.0
2024-12-17 20:31:34,121 - Step 52 norm(X - TN_G_Ours): 6406.334365298146, norm2(E): 100000000.0
2024-12-17 20:31:34,510 - Step 53 norm(X - TN_G_Ours): 6408.535870228082, norm2(E): 99999980.46875095
2024-12-17 20:31:34,918 - Step 54 norm(X - TN_G_Ours): 6410.735995188072, norm2(E): 99999980.46875095
2024-12-17 20:31:35,325 - Step 55 norm(X - TN_G_Ours): 6412.936612816316, norm2(E): 100000000.0
2024-12-17 20:31:35,731 - Step 56 norm(X - TN_G_Ours): 6415.138034368395, norm2(E): 100000000.0
2024-12-17 20:31:36,130 - Step 57 norm(X - TN_G_Ours): 6417.338389083126, norm2(E): 100000000.0
2024-12-17 20:31:36,536 - Step 58 norm(X - TN_G_Ours): 6419.538924253049, norm2(E): 100000000.0
2024-12-17 20:31:36,933 - Step 59 norm(X - TN_G_Ours): 6421.739639692659, norm2(E): 100000000.0
2024-12-17 20:31:37,349 - Step 60 norm(X - TN_G_Ours): 6423.939912545882, norm2(E): 100000000.0
2024-12-17 20:31:37,726 - Step 61 norm(X - TN_G_Ours): 6426.140054496167, norm2(E): 100000000.0
2024-12-17 20:31:38,084 - Step 62 norm(X - TN_G_Ours): 6428.340376800221, norm2(E): 100000000.0
2024-12-17 20:31:38,442 - Step 63 norm(X - TN_G_Ours): 6430.540568257073, norm2(E): 100000000.0
