2024-12-17 20:10:28,203 - Optimization parameters:
2024-12-17 20:10:28,203 - epsilon (Frobenius norm constraint): 0.1
2024-12-17 20:10:28,203 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-17 20:10:28,203 - lr (Learning rate): 0.01
2024-12-17 20:10:28,203 - outer_num_steps (Number of outer optimization steps): 100
2024-12-17 20:10:28,203 - inner_num_steps (Number of inner optimization steps): 100
2024-12-17 20:10:28,203 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-17 20:10:28,203 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-17 20:10:30,377 - Step 0 norm(X - TN_G_Ours): 4017.9446238095416, norm2(E): 0.010000000298023226
2024-12-17 20:10:30,636 - Step 1 norm(X - TN_G_Ours): 4018.0256345623284, norm2(E): 0.010000000298023226
2024-12-17 20:10:30,965 - Step 2 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000001788139423
2024-12-17 20:10:31,307 - Step 3 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:31,644 - Step 4 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:31,977 - Step 5 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:32,315 - Step 6 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:32,643 - Step 7 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:32,984 - Step 8 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:33,333 - Step 9 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:33,693 - Step 10 norm(X - TN_G_Ours): 4018.0258834407723, norm2(E): 0.010000001788139423
2024-12-17 20:10:34,051 - Step 11 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:34,418 - Step 12 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
2024-12-17 20:10:34,772 - Step 13 norm(X - TN_G_Ours): 4018.026132319201, norm2(E): 0.010000000298023226
