2024-12-17 20:12:09,421 - Optimization parameters:
2024-12-17 20:12:09,421 - epsilon (Frobenius norm constraint): 1000.0
2024-12-17 20:12:09,421 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-17 20:12:09,421 - lr (Learning rate): 0.01
2024-12-17 20:12:09,421 - outer_num_steps (Number of outer optimization steps): 100
2024-12-17 20:12:09,421 - inner_num_steps (Number of inner optimization steps): 100
2024-12-17 20:12:09,421 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-17 20:12:09,421 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-17 20:12:11,527 - Step 0 norm(X - TN_G_Ours): 4040.2487547179567, norm2(E): 1000000.0
2024-12-17 20:12:11,817 - Step 1 norm(X - TN_G_Ours): 4042.314930828621, norm2(E): 1000000.0
2024-12-17 20:12:12,150 - Step 2 norm(X - TN_G_Ours): 4044.3815349197707, norm2(E): 1000000.0
2024-12-17 20:12:12,471 - Step 3 norm(X - TN_G_Ours): 4046.4489370310853, norm2(E): 1000000.0
2024-12-17 20:12:12,815 - Step 4 norm(X - TN_G_Ours): 4048.5168889359966, norm2(E): 999999.8779296912
2024-12-17 20:12:13,157 - Step 5 norm(X - TN_G_Ours): 4050.5847725976555, norm2(E): 1000000.0
2024-12-17 20:12:13,496 - Step 6 norm(X - TN_G_Ours): 4052.6530816244313, norm2(E): 1000000.1220703162
2024-12-17 20:12:13,838 - Step 7 norm(X - TN_G_Ours): 4054.721198800233, norm2(E): 1000000.0
2024-12-17 20:12:14,169 - Step 8 norm(X - TN_G_Ours): 4056.7890011682885, norm2(E): 1000000.0
2024-12-17 20:12:14,492 - Step 9 norm(X - TN_G_Ours): 4058.8567355845416, norm2(E): 999999.8779296912
2024-12-17 20:12:14,844 - Step 10 norm(X - TN_G_Ours): 4060.9242790281132, norm2(E): 1000000.0
2024-12-17 20:12:15,188 - Step 11 norm(X - TN_G_Ours): 4062.9912626044375, norm2(E): 1000000.0
2024-12-17 20:12:15,539 - Step 12 norm(X - TN_G_Ours): 4065.057564168065, norm2(E): 1000000.0
2024-12-17 20:12:15,868 - Step 13 norm(X - TN_G_Ours): 4067.123553569525, norm2(E): 1000000.1220703162
2024-12-17 20:12:16,195 - Step 14 norm(X - TN_G_Ours): 4069.1889855350782, norm2(E): 1000000.0
2024-12-17 20:12:16,548 - Step 15 norm(X - TN_G_Ours): 4071.2533696639416, norm2(E): 1000000.0
2024-12-17 20:12:16,892 - Step 16 norm(X - TN_G_Ours): 4073.3174440497514, norm2(E): 1000000.1220703162
2024-12-17 20:12:17,253 - Step 17 norm(X - TN_G_Ours): 4075.3805957235454, norm2(E): 1000000.0
2024-12-17 20:12:17,582 - Step 18 norm(X - TN_G_Ours): 4077.4433165894534, norm2(E): 999999.8779296912
2024-12-17 20:12:17,919 - Step 19 norm(X - TN_G_Ours): 4079.5051170454485, norm2(E): 999999.8779296912
2024-12-17 20:12:18,275 - Step 20 norm(X - TN_G_Ours): 4081.5668560002787, norm2(E): 1000000.1220703162
2024-12-17 20:12:18,626 - Step 21 norm(X - TN_G_Ours): 4083.627186705466, norm2(E): 999999.8779296912
2024-12-17 20:12:18,973 - Step 22 norm(X - TN_G_Ours): 4085.6874574543754, norm2(E): 1000000.1220703162
2024-12-17 20:12:19,335 - Step 23 norm(X - TN_G_Ours): 4087.7473013874037, norm2(E): 1000000.0
2024-12-17 20:12:19,700 - Step 24 norm(X - TN_G_Ours): 4089.806107873575, norm2(E): 999999.8779296912
2024-12-17 20:12:19,915 - Step 25 norm(X - TN_G_Ours): 4091.864978222033, norm2(E): 1000000.0
2024-12-17 20:12:20,246 - Step 26 norm(X - TN_G_Ours): 4093.9233016753014, norm2(E): 1000000.0
2024-12-17 20:12:20,585 - Step 27 norm(X - TN_G_Ours): 4095.981445270474, norm2(E): 1000000.0
2024-12-17 20:12:20,903 - Step 28 norm(X - TN_G_Ours): 4098.0390432498325, norm2(E): 999999.8779296912
2024-12-17 20:12:21,220 - Step 29 norm(X - TN_G_Ours): 4100.09658422823, norm2(E): 1000000.0
2024-12-17 20:12:21,529 - Step 30 norm(X - TN_G_Ours): 4102.154312065795, norm2(E): 999999.8779296912
2024-12-17 20:12:21,845 - Step 31 norm(X - TN_G_Ours): 4104.211982829347, norm2(E): 1000000.1220703162
2024-12-17 20:12:22,162 - Step 32 norm(X - TN_G_Ours): 4106.270083664736, norm2(E): 999999.8779296912
2024-12-17 20:12:22,473 - Step 33 norm(X - TN_G_Ours): 4108.3276402935535, norm2(E): 1000000.1220703162
2024-12-17 20:12:22,841 - Step 34 norm(X - TN_G_Ours): 4110.385626677867, norm2(E): 1000000.0
2024-12-17 20:12:23,207 - Step 35 norm(X - TN_G_Ours): 4112.443799008079, norm2(E): 1000000.0
2024-12-17 20:12:23,558 - Step 36 norm(X - TN_G_Ours): 4114.50288613339, norm2(E): 999999.8779296912
2024-12-17 20:12:23,901 - Step 37 norm(X - TN_G_Ours): 4116.562400838836, norm2(E): 999999.8779296912
2024-12-17 20:12:24,262 - Step 38 norm(X - TN_G_Ours): 4118.622585282609, norm2(E): 1000000.0
2024-12-17 20:12:24,624 - Step 39 norm(X - TN_G_Ours): 4120.683681138362, norm2(E): 1000000.1220703162
2024-12-17 20:12:24,972 - Step 40 norm(X - TN_G_Ours): 4122.7452019255325, norm2(E): 1000000.1220703162
2024-12-17 20:12:25,317 - Step 41 norm(X - TN_G_Ours): 4124.807631878122, norm2(E): 1000000.1220703162
2024-12-17 20:12:25,681 - Step 42 norm(X - TN_G_Ours): 4126.871211947376, norm2(E): 999999.8779296912
2024-12-17 20:12:26,042 - Step 43 norm(X - TN_G_Ours): 4128.935456022533, norm2(E): 1000000.0
2024-12-17 20:12:26,390 - Step 44 norm(X - TN_G_Ours): 4131.001089324475, norm2(E): 1000000.1220703162
2024-12-17 20:12:26,738 - Step 45 norm(X - TN_G_Ours): 4133.067867819254, norm2(E): 1000000.0
2024-12-17 20:12:27,101 - Step 46 norm(X - TN_G_Ours): 4135.135789789738, norm2(E): 1000000.0
2024-12-17 20:12:27,459 - Step 47 norm(X - TN_G_Ours): 4137.205578648467, norm2(E): 1000000.0
2024-12-17 20:12:27,811 - Step 48 norm(X - TN_G_Ours): 4139.276265242512, norm2(E): 1000000.0
2024-12-17 20:12:28,157 - Step 49 norm(X - TN_G_Ours): 4141.348572627037, norm2(E): 1000000.0
2024-12-17 20:12:28,520 - Step 50 norm(X - TN_G_Ours): 4143.421774330969, norm2(E): 1000000.0
2024-12-17 20:12:28,807 - Step 51 norm(X - TN_G_Ours): 4145.497557591851, norm2(E): 1000000.0
2024-12-17 20:12:29,163 - Step 52 norm(X - TN_G_Ours): 4147.574713010002, norm2(E): 1000000.1220703162
2024-12-17 20:12:29,513 - Step 53 norm(X - TN_G_Ours): 4149.652756556867, norm2(E): 1000000.0
2024-12-17 20:12:29,854 - Step 54 norm(X - TN_G_Ours): 4151.733372941957, norm2(E): 1000000.0
2024-12-17 20:12:30,209 - Step 55 norm(X - TN_G_Ours): 4153.815354586672, norm2(E): 999999.8779296912
2024-12-17 20:12:30,551 - Step 56 norm(X - TN_G_Ours): 4155.8999025481835, norm2(E): 1000000.0
2024-12-17 20:12:30,909 - Step 57 norm(X - TN_G_Ours): 4157.985329459449, norm2(E): 999999.8779296912
2024-12-17 20:12:31,279 - Step 58 norm(X - TN_G_Ours): 4160.073797422348, norm2(E): 1000000.0
2024-12-17 20:12:31,650 - Step 59 norm(X - TN_G_Ours): 4162.163620041864, norm2(E): 1000000.0
2024-12-17 20:12:31,875 - Step 60 norm(X - TN_G_Ours): 4164.255275556483, norm2(E): 1000000.0
2024-12-17 20:12:32,119 - Step 61 norm(X - TN_G_Ours): 4166.349001223974, norm2(E): 999999.8779296912
2024-12-17 20:12:32,438 - Step 62 norm(X - TN_G_Ours): 4168.445273720167, norm2(E): 999999.8779296912
2024-12-17 20:12:32,756 - Step 63 norm(X - TN_G_Ours): 4170.543369874003, norm2(E): 1000000.0
2024-12-17 20:12:33,062 - Step 64 norm(X - TN_G_Ours): 4172.644005903211, norm2(E): 1000000.0
2024-12-17 20:12:33,377 - Step 65 norm(X - TN_G_Ours): 4174.747177973775, norm2(E): 1000000.1220703162
2024-12-17 20:12:33,696 - Step 66 norm(X - TN_G_Ours): 4176.852164010596, norm2(E): 1000000.0
2024-12-17 20:12:34,011 - Step 67 norm(X - TN_G_Ours): 4178.959439860598, norm2(E): 1000000.0
2024-12-17 20:12:34,326 - Step 68 norm(X - TN_G_Ours): 4181.069719581342, norm2(E): 1000000.0
2024-12-17 20:12:34,643 - Step 69 norm(X - TN_G_Ours): 4183.182042416993, norm2(E): 1000000.1220703162
2024-12-17 20:12:34,958 - Step 70 norm(X - TN_G_Ours): 4185.297361000768, norm2(E): 1000000.1220703162
2024-12-17 20:12:35,307 - Step 71 norm(X - TN_G_Ours): 4187.414954360267, norm2(E): 1000000.1220703162
2024-12-17 20:12:35,644 - Step 72 norm(X - TN_G_Ours): 4189.535535116035, norm2(E): 1000000.0
2024-12-17 20:12:35,991 - Step 73 norm(X - TN_G_Ours): 4191.658621595991, norm2(E): 1000000.0
2024-12-17 20:12:36,335 - Step 74 norm(X - TN_G_Ours): 4193.784686890828, norm2(E): 1000000.0
2024-12-17 20:12:36,676 - Step 75 norm(X - TN_G_Ours): 4195.913488145341, norm2(E): 1000000.0
2024-12-17 20:12:37,022 - Step 76 norm(X - TN_G_Ours): 4198.0454976095725, norm2(E): 999999.8779296912
2024-12-17 20:12:37,272 - Step 77 norm(X - TN_G_Ours): 4200.1807103980655, norm2(E): 1000000.0
2024-12-17 20:12:37,616 - Step 78 norm(X - TN_G_Ours): 4202.318407736377, norm2(E): 999999.8779296912
2024-12-17 20:12:37,962 - Step 79 norm(X - TN_G_Ours): 4204.459537205704, norm2(E): 1000000.0
2024-12-17 20:12:38,309 - Step 80 norm(X - TN_G_Ours): 4206.60409356526, norm2(E): 999999.8779296912
2024-12-17 20:12:38,652 - Step 81 norm(X - TN_G_Ours): 4208.752071576561, norm2(E): 1000000.0
2024-12-17 20:12:38,987 - Step 82 norm(X - TN_G_Ours): 4210.90275356722, norm2(E): 1000000.0
2024-12-17 20:12:39,330 - Step 83 norm(X - TN_G_Ours): 4213.05755954034, norm2(E): 999999.8779296912
2024-12-17 20:12:39,696 - Step 84 norm(X - TN_G_Ours): 4215.21624593567, norm2(E): 1000000.0
2024-12-17 20:12:40,065 - Step 85 norm(X - TN_G_Ours): 4217.378332566335, norm2(E): 1000000.0
2024-12-17 20:12:40,427 - Step 86 norm(X - TN_G_Ours): 4219.544525182783, norm2(E): 999999.8779296912
2024-12-17 20:12:40,781 - Step 87 norm(X - TN_G_Ours): 4221.714343723412, norm2(E): 1000000.1220703162
2024-12-17 20:12:41,121 - Step 88 norm(X - TN_G_Ours): 4223.88872959504, norm2(E): 1000000.0
2024-12-17 20:12:41,466 - Step 89 norm(X - TN_G_Ours): 4226.06696586791, norm2(E): 1000000.1220703162
2024-12-17 20:12:41,816 - Step 90 norm(X - TN_G_Ours): 4228.24951960028, norm2(E): 1000000.1220703162
2024-12-17 20:12:42,169 - Step 91 norm(X - TN_G_Ours): 4230.436147727561, norm2(E): 1000000.1220703162
2024-12-17 20:12:42,408 - Step 92 norm(X - TN_G_Ours): 4232.627552714744, norm2(E): 1000000.0
2024-12-17 20:12:42,753 - Step 93 norm(X - TN_G_Ours): 4234.823254871448, norm2(E): 1000000.0
2024-12-17 20:12:43,066 - Step 94 norm(X - TN_G_Ours): 4237.023955561262, norm2(E): 1000000.1220703162
2024-12-17 20:12:43,427 - Step 95 norm(X - TN_G_Ours): 4239.229882891467, norm2(E): 1000000.0
2024-12-17 20:12:43,787 - Step 96 norm(X - TN_G_Ours): 4241.440321400267, norm2(E): 1000000.0
2024-12-17 20:12:44,132 - Step 97 norm(X - TN_G_Ours): 4243.656206621832, norm2(E): 1000000.0
2024-12-17 20:12:44,499 - Step 98 norm(X - TN_G_Ours): 4245.87705898322, norm2(E): 1000000.0
2024-12-17 20:12:44,876 - Step 99 norm(X - TN_G_Ours): 4248.103576891694, norm2(E): 1000000.0
2024-12-17 20:12:45,196 - Step 0 norm(X - TN_G_ATR): 4040.0302734375, norm2(E): 1000000.0
2024-12-17 20:12:45,451 - Step 1 norm(X - TN_G_ATR): 4039.960693359375, norm2(E): 1000000.0
2024-12-17 20:12:45,666 - Step 2 norm(X - TN_G_ATR): 4039.891357421875, norm2(E): 1000000.1220703162
2024-12-17 20:12:45,929 - Step 3 norm(X - TN_G_ATR): 4039.822265625, norm2(E): 999999.8779296912
2024-12-17 20:12:46,189 - Step 4 norm(X - TN_G_ATR): 4039.753662109375, norm2(E): 1000000.0
2024-12-17 20:12:46,389 - Step 5 norm(X - TN_G_ATR): 4039.68505859375, norm2(E): 1000000.0
2024-12-17 20:12:46,644 - Step 6 norm(X - TN_G_ATR): 4039.616943359375, norm2(E): 1000000.1220703162
2024-12-17 20:12:46,910 - Step 7 norm(X - TN_G_ATR): 4039.54931640625, norm2(E): 1000000.1220703162
2024-12-17 20:12:47,129 - Step 8 norm(X - TN_G_ATR): 4039.481689453125, norm2(E): 999999.8779296912
2024-12-17 20:12:47,390 - Step 9 norm(X - TN_G_ATR): 4039.41455078125, norm2(E): 1000000.0
2024-12-17 20:12:47,645 - Step 10 norm(X - TN_G_ATR): 4039.34716796875, norm2(E): 1000000.0
2024-12-17 20:12:47,837 - Step 11 norm(X - TN_G_ATR): 4039.280517578125, norm2(E): 1000000.1220703162
2024-12-17 20:12:48,085 - Step 12 norm(X - TN_G_ATR): 4039.2138671875, norm2(E): 1000000.0
