2024-12-26 15:41:32,617 - Proposed-ATNMF Experiment
2024-12-26 15:41:32,617 - Optimization parameters:
2024-12-26 15:41:32,617 - epsilon (Frobenius norm constraint): 0.010000000000000002
2024-12-26 15:41:32,617 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-26 15:41:32,617 - lr (Learning rate): 0.01
2024-12-26 15:41:32,617 - outer_num_steps (Number of outer optimization steps): 100
2024-12-26 15:41:32,617 - inner_num_steps (Number of inner optimization steps): 100
2024-12-26 15:41:32,617 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-26 15:41:32,617 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-26 15:41:35,187 - Step 0 norm(X - TN_G_Ours): 48.8384239138675, norm2(E): 0.010000000298023226
2024-12-26 15:41:35,370 - Step 1 norm(X - TN_G_Ours): 48.901385041575, norm2(E): 0.010000000298023226
2024-12-26 15:41:35,552 - Step 2 norm(X - TN_G_Ours): 48.90220131005096, norm2(E): 0.009999997317791165
2024-12-26 15:41:35,739 - Step 3 norm(X - TN_G_Ours): 48.90229366984615, norm2(E): 0.010000000298023226
2024-12-26 15:41:35,929 - Step 4 norm(X - TN_G_Ours): 48.902223775963144, norm2(E): 0.010000000298023226
2024-12-26 15:41:36,117 - Step 5 norm(X - TN_G_Ours): 48.9021688592707, norm2(E): 0.010000000298023226
2024-12-26 15:41:36,304 - Step 6 norm(X - TN_G_Ours): 48.90219631762463, norm2(E): 0.010000000298023226
2024-12-26 15:41:36,490 - Step 7 norm(X - TN_G_Ours): 48.902183836556574, norm2(E): 0.010000000298023226
2024-12-26 15:41:36,670 - Step 8 norm(X - TN_G_Ours): 48.90207150680071, norm2(E): 0.010000000298023226
2024-12-26 15:41:36,856 - Step 9 norm(X - TN_G_Ours): 48.90212642360248, norm2(E): 0.010000001788139423
2024-12-26 15:41:37,041 - Step 10 norm(X - TN_G_Ours): 48.90213141603595, norm2(E): 0.010000000298023226
2024-12-26 15:41:37,224 - Step 11 norm(X - TN_G_Ours): 48.90215138576472, norm2(E): 0.010000000298023226
2024-12-26 15:41:37,405 - Step 12 norm(X - TN_G_Ours): 48.90213141603595, norm2(E): 0.010000000298023226
2024-12-26 15:41:37,585 - Step 13 norm(X - TN_G_Ours): 48.902143897117384, norm2(E): 0.010000001788139423
2024-12-26 15:41:37,771 - Step 14 norm(X - TN_G_Ours): 48.90205153703932, norm2(E): 0.010000000298023226
2024-12-26 15:41:37,952 - Step 15 norm(X - TN_G_Ours): 48.90214888954907, norm2(E): 0.010000000298023226
2024-12-26 15:41:38,135 - Step 16 norm(X - TN_G_Ours): 48.902096468990976, norm2(E): 0.010000000298023226
2024-12-26 15:41:38,323 - Step 17 norm(X - TN_G_Ours): 48.90207150680071, norm2(E): 0.010000000298023226
2024-12-26 15:41:38,510 - Step 18 norm(X - TN_G_Ours): 48.902093972772526, norm2(E): 0.010000001788139423
2024-12-26 15:41:38,699 - Step 19 norm(X - TN_G_Ours): 48.90207150680071, norm2(E): 0.010000000298023226
2024-12-26 15:41:38,886 - Step 20 norm(X - TN_G_Ours): 48.902098965209305, norm2(E): 0.010000000298023226
2024-12-26 15:41:39,066 - Step 21 norm(X - TN_G_Ours): 48.90207649923978, norm2(E): 0.010000000298023226
2024-12-26 15:41:39,249 - Step 22 norm(X - TN_G_Ours): 48.902118934951325, norm2(E): 0.010000000298023226
2024-12-26 15:41:39,437 - Step 23 norm(X - TN_G_Ours): 48.90193920697956, norm2(E): 0.010000000298023226
2024-12-26 15:41:39,618 - Step 24 norm(X - TN_G_Ours): 48.90191674093665, norm2(E): 0.010000000298023226
2024-12-26 15:41:39,797 - Step 25 norm(X - TN_G_Ours): 48.90191923716415, norm2(E): 0.010000000298023226
2024-12-26 15:41:39,990 - Step 26 norm(X - TN_G_Ours): 48.90199162770623, norm2(E): 0.010000001788139423
2024-12-26 15:41:40,172 - Step 27 norm(X - TN_G_Ours): 48.90200161260017, norm2(E): 0.010000000298023226
2024-12-26 15:41:40,359 - Step 28 norm(X - TN_G_Ours): 48.90191923716415, norm2(E): 0.010000001788139423
2024-12-26 15:41:40,544 - Step 29 norm(X - TN_G_Ours): 48.90207150680071, norm2(E): 0.010000001788139423
2024-12-26 15:41:40,732 - Step 30 norm(X - TN_G_Ours): 48.90205153703932, norm2(E): 0.010000000298023226
2024-12-26 15:41:40,920 - Step 31 norm(X - TN_G_Ours): 48.902011597492084, norm2(E): 0.010000000298023226
2024-12-26 15:41:41,108 - Step 32 norm(X - TN_G_Ours): 48.90203905593432, norm2(E): 0.00999999880790714
2024-12-26 15:41:41,293 - Step 33 norm(X - TN_G_Ours): 48.90206401814115, norm2(E): 0.010000000298023226
2024-12-26 15:41:41,478 - Step 34 norm(X - TN_G_Ours): 48.90199911637688, norm2(E): 0.010000000298023226
2024-12-26 15:41:41,666 - Step 35 norm(X - TN_G_Ours): 48.90206901058098, norm2(E): 0.010000000298023226
2024-12-26 15:41:41,852 - Step 36 norm(X - TN_G_Ours): 48.90201658993727, norm2(E): 0.010000000298023226
2024-12-26 15:41:42,036 - Step 37 norm(X - TN_G_Ours): 48.90203655971293, norm2(E): 0.010000000298023226
2024-12-26 15:41:42,218 - Step 38 norm(X - TN_G_Ours): 48.90207150680071, norm2(E): 0.010000000298023226
2024-12-26 15:41:42,400 - Step 39 norm(X - TN_G_Ours): 48.90201409371474, norm2(E): 0.010000000298023226
2024-12-26 15:41:42,581 - Step 40 norm(X - TN_G_Ours): 48.901996620153454, norm2(E): 0.010000001788139423
2024-12-26 15:41:42,769 - Step 41 norm(X - TN_G_Ours): 48.90206651436113, norm2(E): 0.00999999880790714
2024-12-26 15:41:42,956 - Step 42 norm(X - TN_G_Ours): 48.901974154136916, norm2(E): 0.010000000298023226
2024-12-26 15:41:43,138 - Step 43 norm(X - TN_G_Ours): 48.9019691616874, norm2(E): 0.010000000298023226
2024-12-26 15:41:43,324 - Step 44 norm(X - TN_G_Ours): 48.90188179373826, norm2(E): 0.010000000298023226
2024-12-26 15:41:43,512 - Step 45 norm(X - TN_G_Ours): 48.90178943316517, norm2(E): 0.010000001788139423
2024-12-26 15:41:43,692 - Step 46 norm(X - TN_G_Ours): 48.90173950845844, norm2(E): 0.010000000298023226
2024-12-26 15:41:43,873 - Step 47 norm(X - TN_G_Ours): 48.90182188419722, norm2(E): 0.010000000298023226
2024-12-26 15:41:44,054 - Step 48 norm(X - TN_G_Ours): 48.90177695199327, norm2(E): 0.010000000298023226
2024-12-26 15:41:44,237 - Step 49 norm(X - TN_G_Ours): 48.90189427488341, norm2(E): 0.010000000298023226
2024-12-26 15:41:44,426 - Step 50 norm(X - TN_G_Ours): 48.901871808819855, norm2(E): 0.010000000298023226
2024-12-26 15:41:44,611 - Step 51 norm(X - TN_G_Ours): 48.90191174848127, norm2(E): 0.010000000298023226
2024-12-26 15:41:44,800 - Step 52 norm(X - TN_G_Ours): 48.90184185405239, norm2(E): 0.010000000298023226
