2024-12-17 20:21:55,451 - Optimization parameters:
2024-12-17 20:21:55,451 - epsilon (Frobenius norm constraint): 10000.0
2024-12-17 20:21:55,451 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-17 20:21:55,451 - lr (Learning rate): 0.01
2024-12-17 20:21:55,451 - outer_num_steps (Number of outer optimization steps): 100
2024-12-17 20:21:55,451 - inner_num_steps (Number of inner optimization steps): 100
2024-12-17 20:21:55,451 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-17 20:21:55,451 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-17 20:21:58,100 - Step 0 norm(X - TN_G_Ours): 6201.473050816233, norm2(E): 100000000.0
2024-12-17 20:21:58,494 - Step 1 norm(X - TN_G_Ours): 6203.649893409524, norm2(E): 100000000.0
2024-12-17 20:21:58,911 - Step 2 norm(X - TN_G_Ours): 6205.82855064495, norm2(E): 100000000.0
2024-12-17 20:21:59,321 - Step 3 norm(X - TN_G_Ours): 6208.007409789392, norm2(E): 100000000.0
2024-12-17 20:21:59,723 - Step 4 norm(X - TN_G_Ours): 6210.189047041966, norm2(E): 100000000.0
2024-12-17 20:22:00,111 - Step 5 norm(X - TN_G_Ours): 6212.372171723134, norm2(E): 100000000.0
2024-12-17 20:22:00,495 - Step 6 norm(X - TN_G_Ours): 6214.557104090363, norm2(E): 100000000.0
2024-12-17 20:22:00,891 - Step 7 norm(X - TN_G_Ours): 6216.743842237671, norm2(E): 100000019.53125095
2024-12-17 20:22:01,280 - Step 8 norm(X - TN_G_Ours): 6218.932062661563, norm2(E): 100000000.0
2024-12-17 20:22:01,668 - Step 9 norm(X - TN_G_Ours): 6221.123049739492, norm2(E): 100000000.0
2024-12-17 20:22:02,066 - Step 10 norm(X - TN_G_Ours): 6223.315193688972, norm2(E): 99999980.46875095
2024-12-17 20:22:02,456 - Step 11 norm(X - TN_G_Ours): 6225.509457064538, norm2(E): 100000019.53125095
2024-12-17 20:22:02,865 - Step 12 norm(X - TN_G_Ours): 6227.706479916985, norm2(E): 100000000.0
2024-12-17 20:22:03,259 - Step 13 norm(X - TN_G_Ours): 6229.905617262592, norm2(E): 100000000.0
2024-12-17 20:22:03,647 - Step 14 norm(X - TN_G_Ours): 6232.106225025373, norm2(E): 100000000.0
2024-12-17 20:22:04,052 - Step 15 norm(X - TN_G_Ours): 6234.3092640644645, norm2(E): 100000000.0
2024-12-17 20:22:04,447 - Step 16 norm(X - TN_G_Ours): 6236.515373187178, norm2(E): 100000000.0
2024-12-17 20:22:04,857 - Step 17 norm(X - TN_G_Ours): 6238.722625666251, norm2(E): 100000000.0
2024-12-17 20:22:05,170 - Step 18 norm(X - TN_G_Ours): 6240.933904472951, norm2(E): 100000000.0
2024-12-17 20:22:05,557 - Step 19 norm(X - TN_G_Ours): 6243.146001816713, norm2(E): 100000019.53125095
2024-12-17 20:22:05,957 - Step 20 norm(X - TN_G_Ours): 6245.361798967295, norm2(E): 100000000.0
2024-12-17 20:22:06,349 - Step 21 norm(X - TN_G_Ours): 6247.57969136849, norm2(E): 100000019.53125095
2024-12-17 20:22:06,763 - Step 22 norm(X - TN_G_Ours): 6249.799996799898, norm2(E): 100000000.0
2024-12-17 20:22:07,169 - Step 23 norm(X - TN_G_Ours): 6252.0233524835785, norm2(E): 100000000.0
2024-12-17 20:22:07,585 - Step 24 norm(X - TN_G_Ours): 6254.248795818728, norm2(E): 100000000.0
2024-12-17 20:22:07,820 - Step 25 norm(X - TN_G_Ours): 6256.476963915075, norm2(E): 100000000.0
2024-12-17 20:22:08,162 - Step 26 norm(X - TN_G_Ours): 6258.70881252675, norm2(E): 100000000.0
2024-12-17 20:22:08,491 - Step 27 norm(X - TN_G_Ours): 6260.943059955105, norm2(E): 100000000.0
2024-12-17 20:22:08,817 - Step 28 norm(X - TN_G_Ours): 6263.179703632972, norm2(E): 100000000.0
2024-12-17 20:22:09,135 - Step 29 norm(X - TN_G_Ours): 6265.419379419067, norm2(E): 100000000.0
2024-12-17 20:22:09,456 - Step 30 norm(X - TN_G_Ours): 6267.661764964667, norm2(E): 99999980.46875095
2024-12-17 20:22:09,846 - Step 31 norm(X - TN_G_Ours): 6269.907495330373, norm2(E): 99999980.46875095
2024-12-17 20:22:10,233 - Step 32 norm(X - TN_G_Ours): 6272.156248053774, norm2(E): 100000000.0
2024-12-17 20:22:10,624 - Step 33 norm(X - TN_G_Ours): 6274.408338640385, norm2(E): 100000000.0
2024-12-17 20:22:10,903 - Step 34 norm(X - TN_G_Ours): 6276.662488934705, norm2(E): 100000000.0
2024-12-17 20:22:11,291 - Step 35 norm(X - TN_G_Ours): 6278.92060787521, norm2(E): 100000000.0
2024-12-17 20:22:11,681 - Step 36 norm(X - TN_G_Ours): 6281.181735947464, norm2(E): 100000000.0
2024-12-17 20:22:12,074 - Step 37 norm(X - TN_G_Ours): 6283.445551606221, norm2(E): 100000000.0
2024-12-17 20:22:12,364 - Step 38 norm(X - TN_G_Ours): 6285.712688311485, norm2(E): 100000000.0
2024-12-17 20:22:12,755 - Step 39 norm(X - TN_G_Ours): 6287.982824404024, norm2(E): 100000000.0
2024-12-17 20:22:13,150 - Step 40 norm(X - TN_G_Ours): 6290.256910492607, norm2(E): 100000000.0
2024-12-17 20:22:13,543 - Step 41 norm(X - TN_G_Ours): 6292.533670946863, norm2(E): 100000000.0
