2024-12-17 21:36:37,066 - Optimization parameters:
2024-12-17 21:36:37,066 - epsilon (Frobenius norm constraint): 0.1
2024-12-17 21:36:37,066 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-17 21:36:37,066 - lr (Learning rate): 0.01
2024-12-17 21:36:37,066 - outer_num_steps (Number of outer optimization steps): 100
2024-12-17 21:36:37,066 - inner_num_steps (Number of inner optimization steps): 100
2024-12-17 21:36:37,066 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-17 21:36:37,066 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-17 21:36:39,764 - Step 0 norm(X - TN_G_Ours): 48.838158969031326, norm2(E): 0.010000000298023226
2024-12-17 21:36:40,156 - Step 1 norm(X - TN_G_Ours): 48.901449944154265, norm2(E): 0.010000000298023226
2024-12-17 21:36:40,556 - Step 2 norm(X - TN_G_Ours): 48.90219132519779, norm2(E): 0.010000000298023226
2024-12-17 21:36:40,958 - Step 3 norm(X - TN_G_Ours): 48.902211294902095, norm2(E): 0.010000000298023226
2024-12-17 21:36:41,358 - Step 4 norm(X - TN_G_Ours): 48.90223625702101, norm2(E): 0.010000001788139423
2024-12-17 21:36:41,757 - Step 5 norm(X - TN_G_Ours): 48.90216636305594, norm2(E): 0.010000000298023226
2024-12-17 21:36:42,162 - Step 6 norm(X - TN_G_Ours): 48.902143897117384, norm2(E): 0.010000000298023226
2024-12-17 21:36:42,569 - Step 7 norm(X - TN_G_Ours): 48.90215388198024, norm2(E): 0.010000000298023226
2024-12-17 21:36:42,978 - Step 8 norm(X - TN_G_Ours): 48.90206401814115, norm2(E): 0.010000000298023226
2024-12-17 21:36:43,390 - Step 9 norm(X - TN_G_Ours): 48.90206901058098, norm2(E): 0.010000000298023226
2024-12-17 21:36:43,577 - Step 10 norm(X - TN_G_Ours): 48.90202158238195, norm2(E): 0.010000000298023226
2024-12-17 21:36:43,781 - Step 11 norm(X - TN_G_Ours): 48.90206401814115, norm2(E): 0.010000001788139423
2024-12-17 21:36:44,124 - Step 12 norm(X - TN_G_Ours): 48.9020590257008, norm2(E): 0.010000000298023226
2024-12-17 21:36:44,444 - Step 13 norm(X - TN_G_Ours): 48.90202907104801, norm2(E): 0.010000000298023226
2024-12-17 21:36:44,773 - Step 14 norm(X - TN_G_Ours): 48.90203655971293, norm2(E): 0.010000000298023226
2024-12-17 21:36:45,104 - Step 15 norm(X - TN_G_Ours): 48.90206401814115, norm2(E): 0.010000000298023226
2024-12-17 21:36:45,438 - Step 16 norm(X - TN_G_Ours): 48.902054033259944, norm2(E): 0.010000000298023226
2024-12-17 21:36:45,775 - Step 17 norm(X - TN_G_Ours): 48.90198913148242, norm2(E): 0.010000000298023226
2024-12-17 21:36:46,105 - Step 18 norm(X - TN_G_Ours): 48.90202158238195, norm2(E): 0.010000001788139423
2024-12-17 21:36:46,494 - Step 19 norm(X - TN_G_Ours): 48.90190925225338, norm2(E): 0.010000000298023226
