2024-12-26 16:22:26,171 - Proposed-ATNMF Experiment
2024-12-26 16:22:26,171 - Optimization parameters:
2024-12-26 16:22:26,171 - epsilon (Frobenius norm constraint): 0.010000000000000002
2024-12-26 16:22:26,171 - inner_tol (Tolerance for inner optimization): 1e-10
2024-12-26 16:22:26,171 - lr (Learning rate): 0.001
2024-12-26 16:22:26,171 - outer_num_steps (Number of outer optimization steps): 300
2024-12-26 16:22:26,171 - inner_num_steps (Number of inner optimization steps): 100
2024-12-26 16:22:26,171 - outer_dis_num (Display loss every outer_dis_num steps): 10
2024-12-26 16:22:26,171 - inner_dis_num (Display loss every inner_dis_num steps): 2000
2024-12-26 16:22:28,772 - Step 0 norm(X - TN_G_Ours): 48.83901378588766, norm2(E): 0.10000000149011612
2024-12-26 16:22:28,963 - Step 1 norm(X - TN_G_Ours): 48.89702888309012, norm2(E): 0.10000000894069672
2024-12-26 16:22:29,166 - Step 2 norm(X - TN_G_Ours): 48.90158474154365, norm2(E): 0.10000000894069672
2024-12-26 16:22:29,355 - Step 3 norm(X - TN_G_Ours): 48.902019086159676, norm2(E): 0.09999999403953552
2024-12-26 16:22:29,549 - Step 4 norm(X - TN_G_Ours): 48.90212642360248, norm2(E): 0.10000000149011612
2024-12-26 16:22:29,735 - Step 5 norm(X - TN_G_Ours): 48.90210395764557, norm2(E): 0.09999998658895493
2024-12-26 16:22:29,932 - Step 6 norm(X - TN_G_Ours): 48.90212392738556, norm2(E): 0.10000000149011612
2024-12-26 16:22:30,116 - Step 7 norm(X - TN_G_Ours): 48.90195668056136, norm2(E): 0.10000001639127731
2024-12-26 16:22:30,314 - Step 8 norm(X - TN_G_Ours): 48.90212642360248, norm2(E): 0.10000000894069672
2024-12-26 16:22:30,496 - Step 9 norm(X - TN_G_Ours): 48.90210395764557, norm2(E): 0.10000000894069672
2024-12-26 16:22:30,685 - Step 10 norm(X - TN_G_Ours): 48.90200910126929, norm2(E): 0.10000000894069672
2024-12-26 16:22:30,865 - Step 11 norm(X - TN_G_Ours): 48.90205153703932, norm2(E): 0.10000000894069672
2024-12-26 16:22:31,056 - Step 12 norm(X - TN_G_Ours): 48.9020240786041, norm2(E): 0.10000000894069672
2024-12-26 16:22:31,240 - Step 13 norm(X - TN_G_Ours): 48.9020590257008, norm2(E): 0.10000000149011612
2024-12-26 16:22:31,421 - Step 14 norm(X - TN_G_Ours): 48.9020440483767, norm2(E): 0.10000000149011612
2024-12-26 16:22:31,608 - Step 15 norm(X - TN_G_Ours): 48.9020240786041, norm2(E): 0.10000000149011612
2024-12-26 16:22:31,790 - Step 16 norm(X - TN_G_Ours): 48.90201409371474, norm2(E): 0.10000000149011612
2024-12-26 16:22:31,976 - Step 17 norm(X - TN_G_Ours): 48.90202657482612, norm2(E): 0.10000000149011612
2024-12-26 16:22:32,176 - Step 18 norm(X - TN_G_Ours): 48.90205652948043, norm2(E): 0.10000000149011612
2024-12-26 16:22:32,359 - Step 19 norm(X - TN_G_Ours): 48.90199162770623, norm2(E): 0.10000000149011612
2024-12-26 16:22:32,547 - Step 20 norm(X - TN_G_Ours): 48.90207400302031, norm2(E): 0.10000000894069672
2024-12-26 16:22:32,739 - Step 21 norm(X - TN_G_Ours): 48.901966665462446, norm2(E): 0.10000000149011612
2024-12-26 16:22:32,925 - Step 22 norm(X - TN_G_Ours): 48.9019691616874, norm2(E): 0.10000000149011612
2024-12-26 16:22:33,103 - Step 23 norm(X - TN_G_Ours): 48.90192922207287, norm2(E): 0.10000000149011612
2024-12-26 16:22:33,287 - Step 24 norm(X - TN_G_Ours): 48.901959176786825, norm2(E): 0.09999999403953552
2024-12-26 16:22:33,464 - Step 25 norm(X - TN_G_Ours): 48.901974154136916, norm2(E): 0.10000000149011612
2024-12-26 16:22:33,651 - Step 26 norm(X - TN_G_Ours): 48.90181689173215, norm2(E): 0.10000000894069672
2024-12-26 16:22:33,834 - Step 27 norm(X - TN_G_Ours): 48.901781944462414, norm2(E): 0.09999999403953552
2024-12-26 16:22:34,016 - Step 28 norm(X - TN_G_Ours): 48.90183186912582, norm2(E): 0.10000000149011612
2024-12-26 16:22:34,202 - Step 29 norm(X - TN_G_Ours): 48.901931718299736, norm2(E): 0.10000000149011612
2024-12-26 16:22:34,381 - Step 30 norm(X - TN_G_Ours): 48.90193421452648, norm2(E): 0.10000000149011612
2024-12-26 16:22:34,561 - Step 31 norm(X - TN_G_Ours): 48.90195668056136, norm2(E): 0.10000000894069672
2024-12-26 16:22:34,748 - Step 32 norm(X - TN_G_Ours): 48.90192173339152, norm2(E): 0.10000000149011612
2024-12-26 16:22:34,928 - Step 33 norm(X - TN_G_Ours): 48.90196416923737, norm2(E): 0.10000000894069672
2024-12-26 16:22:35,108 - Step 34 norm(X - TN_G_Ours): 48.90195168811006, norm2(E): 0.10000000894069672
2024-12-26 16:22:35,284 - Step 35 norm(X - TN_G_Ours): 48.90196416923737, norm2(E): 0.10000000894069672
2024-12-26 16:22:35,466 - Step 36 norm(X - TN_G_Ours): 48.90191174848127, norm2(E): 0.09999999403953552
2024-12-26 16:22:35,662 - Step 37 norm(X - TN_G_Ours): 48.901931718299736, norm2(E): 0.10000000149011612
2024-12-26 16:22:35,850 - Step 38 norm(X - TN_G_Ours): 48.90189177865464, norm2(E): 0.10000000149011612
2024-12-26 16:22:36,025 - Step 39 norm(X - TN_G_Ours): 48.90191674093665, norm2(E): 0.10000000149011612
2024-12-26 16:22:36,220 - Step 40 norm(X - TN_G_Ours): 48.901936710753084, norm2(E): 0.09999999403953552
2024-12-26 16:22:36,402 - Step 41 norm(X - TN_G_Ours): 48.90191174848127, norm2(E): 0.10000000149011612
2024-12-26 16:22:36,582 - Step 42 norm(X - TN_G_Ours): 48.901871808819855, norm2(E): 0.10000000149011612
2024-12-26 16:22:36,766 - Step 43 norm(X - TN_G_Ours): 48.90186931258993, norm2(E): 0.10000000149011612
